https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/mesa-tenista-paralimpica-morre-por-causa-do-novo-coronavirus
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/a-pandemia-do-coronavirus-e-a-bahia
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/salvador-registra-primeira-morte-por-coronavirus-na-bahia
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/feira-de-santana-tem-tres-novos-casos-de-coronavirus
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/tensao-politica-e-estrategias-de-combate-ao-coronavirus
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/coronavirus-dicas-de-alimentacao-e-relato-sobre-a-italia
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/uma-panorama-do-coronavirus-em-feira-de-santana
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/coronavirus-fabricantes-ampliam-garantia-e-dao-mais-tempo-para-pagar-os-carros
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/niteroi-vai-fazer-teste-de-covid-19-em-todos-os-pacientes-com-sintomas
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/cremeb-suspende-medico-que-prometeu-soro-da-imunidade-para-covid-19
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/coronavirus-posso-levar-meu-cachorro-no-pet-shop-conheca-5-pets-que-entregam-em-domicilio-na-quarentena
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/coronavirus-sindico-instala-pia-na-entrada-de-predio-para-ajudar-vizinhos-idosos
https://www.correio24horas.com.br/capa/;https://www.correio24horas.com.br/noticia/nid/idoso-morto-por-coronavirus-em-salvador-fez-tratamento-com-cloroquina
http://atarde.uol.com.br/;http://coronavirus.atarde.com.br/unidade-ira-acolher-criancas-em-situacao-de-rua-com-suspeita-de-coronavirus
http://atarde.uol.com.br/;http://twitter.com/home?status=Trump promulga megaplano econômico por Covid-19+http://www.atarde.com.br/mundo/noticias/2124239-trump-promulga-megaplano-economico-por-covid19&utm_source=t.co&utm_medium=social&utm_campaign=tw-atarde
http://atarde.uol.com.br/;http://www.facebook.com/share.php?u=http://www.atarde.com.br/mundo/noticias/2124239-trump-promulga-megaplano-economico-por-covid19&utm_source=facebook.com&utm_medium=social&utm_campaign=fb-atarde&title=Trump promulga megaplano econômico por Covid-19
http://atarde.uol.com.br/;http://coronavirus.atarde.com.br/coronavirus-confira-mapa-atualizado-em-tempo-real
http://atarde.uol.com.br/;http://atarde.uol.com.br/imoveis/noticias/2124251-setor-da-construcao-adota-acoes-contra-coronavirus
http://atarde.uol.com.br/;http://atarde.uol.com.br/portalmunicipios/nordeste/noticias/2124326-estudantes-de-araci-usam-a-arte-para-disseminar-informacoes-de-prevencao-ao-coronavirus
